GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FMC001,FMC002
"G4200430","2000","1","2","Pennsylvania","42","Dauphin","043",,,,,,,,,,,,,"3240","9999","9999",,,,,,,"Dauphin County",10404,241394
"G4200450","2000","1","2","Pennsylvania","42","Delaware","045",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Delaware County",8368,542496
"G4200470","2000","1","2","Pennsylvania","42","Elk","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Elk County",142,34970
"G4200490","2000","1","2","Pennsylvania","42","Erie","049",,,,,,,,,,,,,"2360","9999","9999",,,,,,,"Erie County",6126,274717
"G4200510","2000","1","2","Pennsylvania","42","Fayette","051",,,,,,,,,,,,,"6280","9999","9999",,,,,,,"Fayette County",564,148080
"G4200530","2000","1","2","Pennsylvania","42","Forest","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Forest County",60,4886
"G4200550","2000","1","2","Pennsylvania","42","Franklin","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",2268,127045
"G4200570","2000","1","2","Pennsylvania","42","Fulton","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fulton County",52,14209
"G4200590","2000","1","2","Pennsylvania","42","Greene","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",357,40315
"G4200610","2000","1","2","Pennsylvania","42","Huntingdon","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Huntingdon County",524,45062
"G4200630","2000","1","2","Pennsylvania","42","Indiana","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Indiana County",457,89148
"G4200650","2000","1","2","Pennsylvania","42","Jefferson","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jefferson County",188,45744
"G4200670","2000","1","2","Pennsylvania","42","Juniata","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Juniata County",369,22452
"G4200690","2000","1","2","Pennsylvania","42","Lackawanna","069",,,,,,,,,,,,,"7560","9999","9999",,,,,,,"Lackawanna County",2958,210337
"G4200710","2000","1","2","Pennsylvania","42","Lancaster","071",,,,,,,,,,,,,"4000","9999","9999",,,,,,,"Lancaster County",26742,443916
"G4200730","2000","1","2","Pennsylvania","42","Lawrence","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",529,94114
"G4200750","2000","1","2","Pennsylvania","42","Lebanon","075",,,,,,,,,,,,,"3240","9999","9999",,,,,,,"Lebanon County",5969,114358
"G4200770","2000","1","2","Pennsylvania","42","Lehigh","077",,,,,,,,,,,,,"0240","9999","9999",,,,,,,"Lehigh County",31881,280209
"G4200790","2000","1","2","Pennsylvania","42","Luzerne","079",,,,,,,,,,,,,"7560","9999","9999",,,,,,,"Luzerne County",3713,315537
"G4200810","2000","1","2","Pennsylvania","42","Lycoming","081",,,,,,,,,,,,,"9140","9999","9999",,,,,,,"Lycoming County",799,119245
"G4200830","2000","1","2","Pennsylvania","42","McKean","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McKean County",485,45451
"G4200850","2000","1","2","Pennsylvania","42","Mercer","085",,,,,,,,,,,,,"7610","9999","9999",,,,,,,"Mercer County",803,119490
"G4200870","2000","1","2","Pennsylvania","42","Mifflin","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mifflin County",263,46223
"G4200890","2000","1","2","Pennsylvania","42","Monroe","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Monroe County",9195,129492
"G4200910","2000","1","2","Pennsylvania","42","Montgomery","091",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Montgomery County",15300,734797
"G4200930","2000","1","2","Pennsylvania","42","Montour","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Montour County",167,18069
"G4200950","2000","1","2","Pennsylvania","42","Northampton","095",,,,,,,,,,,,,"0240","9999","9999",,,,,,,"Northampton County",17868,249198
"G4200970","2000","1","2","Pennsylvania","42","Northumberland","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Northumberland County",1041,93515
"G4200990","2000","1","2","Pennsylvania","42","Perry","099",,,,,,,,,,,,,"3240","9999","9999",,,,,,,"Perry County",301,43301
"G4201010","2000","1","2","Pennsylvania","42","Philadelphia","101",,,,,,,,,,,,,"6162","6160","9999",,,,,,,"Philadelphia County",128928,1388622
"G4201030","2000","1","2","Pennsylvania","42","Pike","103",,,,,,,,,,,,,"5602","5660","9999",,,,,,,"Pike County",2315,43987
"G4201050","2000","1","2","Pennsylvania","42","Potter","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Potter County",103,17977
"G4201070","2000","1","2","Pennsylvania","42","Schuylkill","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Schuylkill County",1671,148665
"G4201090","2000","1","2","Pennsylvania","42","Snyder","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Snyder County",368,37178
"G4201110","2000","1","2","Pennsylvania","42","Somerset","111",,,,,,,,,,,,,"3680","9999","9999",,,,,,,"Somerset County",532,79491
"G4201130","2000","1","2","Pennsylvania","42","Sullivan","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sullivan County",72,6484
"G4201150","2000","1","2","Pennsylvania","42","Susquehanna","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Susquehanna County",285,41953
"G4201170","2000","1","2","Pennsylvania","42","Tioga","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Tioga County",214,41159
"G4201190","2000","1","2","Pennsylvania","42","Union","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",1622,40002
"G4201210","2000","1","2","Pennsylvania","42","Venango","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Venango County",298,57267
"G4201230","2000","1","2","Pennsylvania","42","Warren","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Warren County",151,43712
"G4201250","2000","1","2","Pennsylvania","42","Washington","125",,,,,,,,,,,,,"6280","9999","9999",,,,,,,"Washington County",1170,201727
"G4201270","2000","1","2","Pennsylvania","42","Wayne","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Wayne County",811,46911
"G4201290","2000","1","2","Pennsylvania","42","Westmoreland","129",,,,,,,,,,,,,"6280","9999","9999",,,,,,,"Westmoreland County",1869,368124
"G4201310","2000","1","2","Pennsylvania","42","Wyoming","131",,,,,,,,,,,,,"7560","9999","9999",,,,,,,"Wyoming County",187,27893
"G4201330","2000","1","2","Pennsylvania","42","York","133",,,,,,,,,,,,,"9280","9999","9999",,,,,,,"York County",11296,370455
"G4400010","2000","1","1","Rhode Island","44","Bristol","001",,,,,,,,,,,,,"6480","9999","6483",,,,,,,"Bristol County",572,50076
"G4400030","2000","1","1","Rhode Island","44","Kent","003",,,,,,,,,,,,,"6480","9999","6483",,,,,,,"Kent County",2827,164263
"G4400050","2000","1","1","Rhode Island","44","Newport","005",,,,,,,,,,,,,"####","9999","9999",,,,,,,"Newport County",2409,83024
"G4400070","2000","1","1","Rhode Island","44","Providence","007",,,,,,,,,,,,,"6480","9999","6483",,,,,,,"Providence County",83232,538370
"G4400090","2000","1","1","Rhode Island","44","Washington","009",,,,,,,,,,,,,"####","9999","6483",,,,,,,"Washington County",1780,121766
"G4500010","2000","3","5","South Carolina","45","Abbeville","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Abbeville County",217,25950
"G4500030","2000","3","5","South Carolina","45","Aiken","003",,,,,,,,,,,,,"0600","9999","9999",,,,,,,"Aiken County",3025,139527
"G4500050","2000","3","5","South Carolina","45","Allendale","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Allendale County",181,11030
"G4500070","2000","3","5","South Carolina","45","Anderson","007",,,,,,,,,,,,,"3160","9999","9999",,,,,,,"Anderson County",1832,163908
"G4500090","2000","3","5","South Carolina","45","Bamberg","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bamberg County",118,16540
"G4500110","2000","3","5","South Carolina","45","Barnwell","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Barnwell County",327,23151
"G4500130","2000","3","5","South Carolina","45","Beaufort","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Beaufort County",8208,112729
"G4500150","2000","3","5","South Carolina","45","Berkeley","015",,,,,,,,,,,,,"1440","9999","9999",,,,,,,"Berkeley County",3935,138716
"G4500170","2000","3","5","South Carolina","45","Calhoun","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Calhoun County",212,14973
"G4500190","2000","3","5","South Carolina","45","Charleston","019",,,,,,,,,,,,,"1440","9999","9999",,,,,,,"Charleston County",7434,302535
"G4500210","2000","3","5","South Carolina","45","Cherokee","021",,,,,,,,,,,,,"3160","9999","9999",,,,,,,"Cherokee County",1092,51445
"G4500230","2000","3","5","South Carolina","45","Chester","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chester County",255,33813
"G4500250","2000","3","5","South Carolina","45","Chesterfield","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Chesterfield County",971,41797
"G4500270","2000","3","5","South Carolina","45","Clarendon","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clarendon County",560,31942
"G4500290","2000","3","5","South Carolina","45","Colleton","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Colleton County",551,37713
"G4500310","2000","3","5","South Carolina","45","Darlington","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Darlington County",658,66736
"G4500330","2000","3","5","South Carolina","45","Dillon","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dillon County",539,30183
"G4500350","2000","3","5","South Carolina","45","Dorchester","035",,,,,,,,,,,,,"1440","9999","9999",,,,,,,"Dorchester County",1722,94691
"G4500370","2000","3","5","South Carolina","45","Edgefield","037",,,,,,,,,,,,,"0600","9999","9999",,,,,,,"Edgefield County",503,24092
"G4500390","2000","3","5","South Carolina","45","Fairfield","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fairfield County",250,23204
"G4500410","2000","3","5","South Carolina","45","Florence","041",,,,,,,,,,,,,"2655","9999","9999",,,,,,,"Florence County",1383,124378
"G4500430","2000","3","5","South Carolina","45","Georgetown","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Georgetown County",919,54878
"G4500450","2000","3","5","South Carolina","45","Greenville","045",,,,,,,,,,,,,"3160","9999","9999",,,,,,,"Greenville County",14283,365333
"G4500470","2000","3","5","South Carolina","45","Greenwood","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greenwood County",1902,64369
"G4500490","2000","3","5","South Carolina","45","Hampton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hampton County",547,20839
"G4500510","2000","3","5","South Carolina","45","Horry","051",,,,,,,,,,,,,"5330","9999","9999",,,,,,,"Horry County",5057,191572
"G4500530","2000","3","5","South Carolina","45","Jasper","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jasper County",1190,19488
"G4500550","2000","3","5","South Carolina","45","Kershaw","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kershaw County",886,51761
"G4500570","2000","3","5","South Carolina","45","Lancaster","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lancaster County",978,60373
"G4500590","2000","3","5","South Carolina","45","Laurens","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Laurens County",1352,68215
"G4500610","2000","3","5","South Carolina","45","Lee","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lee County",264,19855
"G4500630","2000","3","5","South Carolina","45","Lexington","063",,,,,,,,,,,,,"1760","9999","9999",,,,,,,"Lexington County",4146,211868
"G4500650","2000","3","5","South Carolina","45","McCormick","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McCormick County",86,9872
"G4500670","2000","3","5","South Carolina","45","Marion","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marion County",634,34832
"G4500690","2000","3","5","South Carolina","45","Marlboro","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marlboro County",205,28613
"G4500710","2000","3","5","South Carolina","45","Newberry","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Newberry County",1533,34575
"G4500730","2000","3","5","South Carolina","45","Oconee","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Oconee County",1562,64653
"G4500750","2000","3","5","South Carolina","45","Orangeburg","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Orangeburg County",875,90707
"G4500770","2000","3","5","South Carolina","45","Pickens","077",,,,,,,,,,,,,"3160","9999","9999",,,,,,,"Pickens County",1879,108878
"G4500790","2000","3","5","South Carolina","45","Richland","079",,,,,,,,,,,,,"1760","9999","9999",,,,,,,"Richland County",8713,311964
"G4500810","2000","3","5","South Carolina","45","Saluda","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Saluda County",1401,17780
"G4500830","2000","3","5","South Carolina","45","Spartanburg","083",,,,,,,,,,,,,"3160","9999","9999",,,,,,,"Spartanburg County",7081,246710
"G4500850","2000","3","5","South Carolina","45","Sumter","085",,,,,,,,,,,,,"8140","9999","9999",,,,,,,"Sumter County",1918,102728
"G4500870","2000","3","5","South Carolina","45","Union","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",199,29682
"G4500890","2000","3","5","South Carolina","45","Williamsburg","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Williamsburg County",273,36944
"G4500910","2000","3","5","South Carolina","45","York","091",,,,,,,,,,,,,"1520","9999","9999",,,,,,,"York County",3220,161394
"G4600030","2000","2","4","South Dakota","46","Aurora","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Aurora County",64,2994
"G4600050","2000","2","4","South Dakota","46","Beadle","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Beadle County",155,16868
"G4600070","2000","2","4","South Dakota","46","Bennett","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bennett County",72,3502
"G4600090","2000","2","4","South Dakota","46","Bon Homme","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bon Homme County",42,7218
"G4600110","2000","2","4","South Dakota","46","Brookings","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brookings County",247,27973
"G4600130","2000","2","4","South Dakota","46","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brown County",237,35223
"G4600150","2000","2","4","South Dakota","46","Brule","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Brule County",26,5338
"G4600170","2000","2","4","South Dakota","46","Buffalo","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Buffalo County",18,2014
"G4600190","2000","2","4","South Dakota","46","Butte","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Butte County",266,8828
"G4600210","2000","2","4","South Dakota","46","Campbell","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Campbell County",4,1778
"G4600230","2000","2","4","South Dakota","46","Charles Mix","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Charles Mix County",177,9173
"G4600250","2000","2","4","South Dakota","46","Clark","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clark County",20,4123
"G4600270","2000","2","4","South Dakota","46","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",120,13417
"G4600290","2000","2","4","South Dakota","46","Codington","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Codington County",274,25623
"G4600310","2000","2","4","South Dakota","46","Corson","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Corson County",89,4092
"G4600330","2000","2","4","South Dakota","46","Custer","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Custer County",110,7165
"G4600350","2000","2","4","South Dakota","46","Davison","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Davison County",130,18611
"G4600370","2000","2","4","South Dakota","46","Day","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Day County",24,6243
"G4600390","2000","2","4","South Dakota","46","Deuel","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Deuel County",34,4464
"G4600410","2000","2","4","South Dakota","46","Dewey","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dewey County",51,5921
"G4600430","2000","2","4","South Dakota","46","Douglas","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Douglas County",13,3445
"G4600450","2000","2","4","South Dakota","46","Edmunds","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Edmunds County",21,4346
"G4600470","2000","2","4","South Dakota","46","Fall River","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fall River County",130,7323
"G4600490","2000","2","4","South Dakota","46","Faulk","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Faulk County",6,2634
"G4600510","2000","2","4","South Dakota","46","Grant","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grant County",43,7804
"G4600530","2000","2","4","South Dakota","46","Gregory","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gregory County",41,4751
"G4600550","2000","2","4","South Dakota","46","Haakon","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Haakon County",13,2183
"G4600570","2000","2","4","South Dakota","46","Hamlin","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hamlin County",35,5505
"G4600590","2000","2","4","South Dakota","46","Hand","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hand County",11,3730
"G4600610","2000","2","4","South Dakota","46","Hanson","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hanson County",3,3136
"G4600630","2000","2","4","South Dakota","46","Harding","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Harding County",22,1331
"G4600650","2000","2","4","South Dakota","46","Hughes","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hughes County",201,16280
"G4600670","2000","2","4","South Dakota","46","Hutchinson","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hutchinson County",42,8033
"G4600690","2000","2","4","South Dakota","46","Hyde","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hyde County",8,1663
"G4600710","2000","2","4","South Dakota","46","Jackson","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jackson County",12,2918
"G4600730","2000","2","4","South Dakota","46","Jerauld","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jerauld County",7,2288
"G4600750","2000","2","4","South Dakota","46","Jones","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Jones County",4,1189
"G4600770","2000","2","4","South Dakota","46","Kingsbury","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Kingsbury County",40,5775
"G4600790","2000","2","4","South Dakota","46","Lake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lake County",89,11187
"G4600810","2000","2","4","South Dakota","46","Lawrence","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lawrence County",396,21406
"G4600830","2000","2","4","South Dakota","46","Lincoln","083",,,,,,,,,,,,,"7760","9999","9999",,,,,,,"Lincoln County",169,23962
"G4600850","2000","2","4","South Dakota","46","Lyman","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Lyman County",18,3877
"G4600870","2000","2","4","South Dakota","46","McCook","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McCook County",45,5787
"G4600890","2000","2","4","South Dakota","46","McPherson","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"McPherson County",6,2898
"G4600910","2000","2","4","South Dakota","46","Marshall","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Marshall County",35,4541
"G4600930","2000","2","4","South Dakota","46","Meade","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Meade County",509,23744
"G4600950","2000","2","4","South Dakota","46","Mellette","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Mellette County",35,2048
"G4600970","2000","2","4","South Dakota","46","Miner","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Miner County",18,2866
"G4600990","2000","2","4","South Dakota","46","Minnehaha","099",,,,,,,,,,,,,"7760","9999","9999",,,,,,,"Minnehaha County",3187,145094
"G4601010","2000","2","4","South Dakota","46","Moody","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Moody County",50,6545
"G4601030","2000","2","4","South Dakota","46","Pennington","103",,,,,,,,,,,,,"6660","9999","9999",,,,,,,"Pennington County",2341,86224
"G4601050","2000","2","4","South Dakota","46","Perkins","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Perkins County",25,3338
"G4601070","2000","2","4","South Dakota","46","Potter","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Potter County",5,2688
"G4601090","2000","2","4","South Dakota","46","Roberts","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Roberts County",63,9953
"G4601110","2000","2","4","South Dakota","46","Sanborn","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sanborn County",27,2648
"G4601130","2000","2","4","South Dakota","46","Shannon","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Shannon County",177,12289
"G4601150","2000","2","4","South Dakota","46","Spink","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Spink County",29,7425
"G4601170","2000","2","4","South Dakota","46","Stanley","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Stanley County",12,2760
"G4601190","2000","2","4","South Dakota","46","Sully","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Sully County",12,1544
"G4601210","2000","2","4","South Dakota","46","Todd","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Todd County",138,8912
"G4601230","2000","2","4","South Dakota","46","Tripp","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Tripp County",55,6375
"G4601250","2000","2","4","South Dakota","46","Turner","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Turner County",36,8813
"G4601270","2000","2","4","South Dakota","46","Union","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Union County",158,12426
"G4601290","2000","2","4","South Dakota","46","Walworth","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Walworth County",36,5938
"G4601350","2000","2","4","South Dakota","46","Yankton","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Yankton County",395,21257
"G4601370","2000","2","4","South Dakota","46","Ziebach","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Ziebach County",25,2494
"G4700010","2000","3","6","Tennessee","47","Anderson","001",,,,,,,,,,,,,"3840","9999","9999",,,,,,,"Anderson County",787,70543
"G4700030","2000","3","6","Tennessee","47","Bedford","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bedford County",2811,34775
"G4700050","2000","3","6","Tennessee","47","Benton","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Benton County",157,16380
"G4700070","2000","3","6","Tennessee","47","Bledsoe","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bledsoe County",138,12229
"G4700090","2000","3","6","Tennessee","47","Blount","009",,,,,,,,,,,,,"3840","9999","9999",,,,,,,"Blount County",1120,104703
"G4700110","2000","3","6","Tennessee","47","Bradley","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Bradley County",1822,86143
"G4700130","2000","3","6","Tennessee","47","Campbell","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Campbell County",269,39585
"G4700150","2000","3","6","Tennessee","47","Cannon","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cannon County",157,12669
"G4700170","2000","3","6","Tennessee","47","Carroll","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Carroll County",386,29089
"G4700190","2000","3","6","Tennessee","47","Carter","019",,,,,,,,,,,,,"3660","9999","9999",,,,,,,"Carter County",504,56238
"G4700210","2000","3","6","Tennessee","47","Cheatham","021",,,,,,,,,,,,,"5360","9999","9999",,,,,,,"Cheatham County",437,35475
"G4700230","2000","3","6","Tennessee","47","Chester","023",,,,,,,,,,,,,"3580","9999","9999",,,,,,,"Chester County",150,15390
"G4700250","2000","3","6","Tennessee","47","Claiborne","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Claiborne County",192,29670
"G4700270","2000","3","6","Tennessee","47","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Clay County",108,7868
"G4700290","2000","3","6","Tennessee","47","Cocke","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cocke County",354,33211
"G4700310","2000","3","6","Tennessee","47","Coffee","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Coffee County",1051,46963
"G4700330","2000","3","6","Tennessee","47","Crockett","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Crockett County",793,13739
"G4700350","2000","3","6","Tennessee","47","Cumberland","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Cumberland County",578,46224
"G4700370","2000","3","6","Tennessee","47","Davidson","037",,,,,,,,,,,,,"5360","9999","9999",,,,,,,"Davidson County",26091,543800
"G4700390","2000","3","6","Tennessee","47","Decatur","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Decatur County",229,11502
"G4700410","2000","3","6","Tennessee","47","DeKalb","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"DeKalb County",633,16790
"G4700430","2000","3","6","Tennessee","47","Dickson","043",,,,,,,,,,,,,"5360","9999","9999",,,,,,,"Dickson County",484,42672
"G4700450","2000","3","6","Tennessee","47","Dyer","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Dyer County",434,36845
"G4700470","2000","3","6","Tennessee","47","Fayette","047",,,,,,,,,,,,,"4920","9999","9999",,,,,,,"Fayette County",298,28508
"G4700490","2000","3","6","Tennessee","47","Fentress","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Fentress County",90,16535
"G4700510","2000","3","6","Tennessee","47","Franklin","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Franklin County",620,38650
"G4700530","2000","3","6","Tennessee","47","Gibson","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Gibson County",540,47612
"G4700550","2000","3","6","Tennessee","47","Giles","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Giles County",266,29181
"G4700570","2000","3","6","Tennessee","47","Grainger","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grainger County",226,20433
"G4700590","2000","3","6","Tennessee","47","Greene","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Greene County",641,62268
"G4700610","2000","3","6","Tennessee","47","Grundy","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Grundy County",141,14191
"G4700630","2000","3","6","Tennessee","47","Hamblen","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hamblen County",3299,54829
"G4700650","2000","3","6","Tennessee","47","Hamilton","065",,,,,,,,,,,,,"1560","9999","9999",,,,,,,"Hamilton County",5481,302415
"G4700670","2000","3","6","Tennessee","47","Hancock","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hancock County",25,6761
"G4700690","2000","3","6","Tennessee","47","Hardeman","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hardeman County",273,27832
"G4700710","2000","3","6","Tennessee","47","Hardin","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,"Hardin County",260,25318
"G4700730","2000","3","6","Tennessee","47","Hawkins","073",,,,,,,,,,,,,"3660","9999","9999",,,,,,,"Hawkins County",417,53146
